Dgraph Name,New Name,createdTimeNewTag
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.Lev.mag,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.Lev.mag,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevDly.mag,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevDly.mag,2024-02-29 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevDlyHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevDlyHi.stVal,2024-02-29 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevDlyHiHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevDlyHiHi.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevHi.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevHiHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevHiHi.stVal,2024-02-29 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevHly.mag,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevHly.mag,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevHlyHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevHlyHi.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.LevHlyHiHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.LevHlyHiHi.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.ReplaceSnNowAlm.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.ReplaceSnNowAlm.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.ReplaceSnSoonAlm.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.ReplaceSnSoonAlm.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.SysFltAlm.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.SysFltAlm.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.SysOkRelaySt.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.SysOkRelaySt.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.SysSt.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.SysSt.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.Tmp.mag,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.Tmp.mag,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.UnAckAlm.stVal,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.UnAckAlm.stVal,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.VAr.mag,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.VAr.mag,2024-02-29 23:59:59.999999
DBA.WTUR.P23JD.WTRF.P23JD_Hydran.W.mag,DBA.WTUR.StringJ.P23JD.WTRF.Hydran.W.mag,2024-03-01 23:59:59.999999
DBA.WTUR.P23JD.WTRF.OilPmpOpTmh.tmsVal.stVal,DBA.WTUR.StringJ.P23JD.WTRF.OilPmpOpTmh.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTRF.SafCritAlm.stVal,DBA.WTUR.StringJ.P23JD.WTRF.SafCritAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTRF.TmpCtlHi.stVal,DBA.WTUR.StringJ.P23JD.WTRF.TmpCtlHi.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTRF.TrfOilTmp.mag,DBA.WTUR.StringJ.P23JD.WTRF.TrfOilTmp.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringJ.P23JD.WTUR.AirConditionAlm.st.stVal,2024-10-03 23:59:59.999999
DBA.WTUR.P23JD.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringJ.P23JD.WTUR.AirConditionAlm.st.stVal,2024-10-03 23:59:59.999999
DBA.WTUR.P23JD.WTUR.AirConditionSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.AirConditionSt.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.CtlBrkProcedureActSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.CtlBrkProcedureActSt.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.CtlBrkProcedureAlmSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.CtlBrkProcedureAlmSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.DieselGnOnSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.DieselGnOnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.DmdVArh.actVal,DBA.WTUR.StringJ.P23JD.WTUR.DmdVArh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.DmdVArh.actVal,DBA.WTUR.StringJ.P23JD.WTUR.DmdVArh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.DmdWh.actVal,DBA.WTUR.StringJ.P23JD.WTUR.DmdWh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.DmdWh.actVal,DBA.WTUR.StringJ.P23JD.WTUR.DmdWh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.ElectricalProtSysAlm.stVal,DBA.WTUR.StringJ.P23JD.WTUR.ElectricalProtSysAlm.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.ElectricalProtSysAlm.stVal,DBA.WTUR.StringJ.P23JD.WTUR.ElectricalProtSysAlm.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WTUR.EmgStopSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.EmgStopSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.ExtPwrLimSetSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.ExtPwrLimSetSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.GenSafLinSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.GenSafLinSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.GriCut.stVal,DBA.WTUR.StringJ.P23JD.WTUR.GriCut.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.GriCutDscon.stVal,DBA.WTUR.StringJ.P23JD.WTUR.GriCutDscon.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.GriCutNoOk.stVal,DBA.WTUR.StringJ.P23JD.WTUR.GriCutNoOk.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.GriLosDtcSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.GriLosDtcSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.HMISoftwareVersionDigit1.stVal,DBA.WTUR.StringJ.P23JD.WTUR.HMISoftwareVersionDigit1.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.HMISoftwareVersionDigit2.stVal,DBA.WTUR.StringJ.P23JD.WTUR.HMISoftwareVersionDigit2.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.HMISoftwareVersionDigit3.stVal,DBA.WTUR.StringJ.P23JD.WTUR.HMISoftwareVersionDigit3.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.HMISoftwareVersionDigit4.stVal,DBA.WTUR.StringJ.P23JD.WTUR.HMISoftwareVersionDigit4.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.IntnPwrLimSetSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.IntnPwrLimSetSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.Lev1OpModSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.Lev1OpModSt.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.Lev1OpModSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.Lev1OpModSt.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WTUR.MarkVISoftwareVersionNumber.stVal,DBA.WTUR.StringJ.P23JD.WTUR.MarkVISoftwareVersionNumber.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P23JD.WTUR.PwrBckHzOkSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.PwrBckHzOkSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.PwrVOkSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.PwrVOkSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.SafLinOpn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.SafLinOpn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.SafStopSt.stVal,DBA.WTUR.StringJ.P23JD.WTUR.SafStopSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TotTmM6eActCtl.tmsVal.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TotTmM6eActCtl.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurConditionSCADANamOn.st.stVal,2024-10-03 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurConditionSCADANamOn.st.stVal,2024-10-03 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurConditionSCADAWebHMI.st.stVal,2024-10-03 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurConditionSCADAWebHMI.st.stVal,2024-10-03 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurDateTm.mag,DBA.WTUR.StringJ.P23JD.WTUR.TurDateTm.tmsVal.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurDateTm.mag,DBA.WTUR.StringJ.P23JD.WTUR.TurDateTm.tmsVal.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADA.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADA.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurStSCADA.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADA.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADAM6eWebHMI.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADAM6eWebHMI.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADAM6eWebHMINamOn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADAM6eWebHMINamOn.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurStSCADAM6eWebHMINamOn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADAM6eWebHMINamOn.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WTUR.TurStSCADANamOn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADANamOn.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADANamOn.stVal,DBA.WTUR.StringJ.P23JD.WTUR.TurStSCADANamOn.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.P23JD.WYAW.YwAng.mag,DBA.WTUR.StringJ.P23JD.WYAW.YwAng.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WYAW.YwEncPos.mag,DBA.WTUR.StringJ.P23JD.WYAW.YwEncPos.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P23JD.WYAW.YwSt.st.stVal,DBA.WTUR.StringJ.P23JD.WYAW.YwSt.st.stVal,2024-10-02 23:59:59.999999
DBA.WTUR.G02KA.WAPC.WCap.mag,DBA.WTUR.StringK.G02KA.WAPC.WCap.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAPC.WSpt.val,DBA.WTUR.StringK.G02KA.WAPC.WSpt.val,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IanofoTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IanofoTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IanopcaTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IanopcaTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IanosmTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IanosmTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IanosTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IanosTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaogfpTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaogfpTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaogppExtTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaogppExtTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaogppIntTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaogppIntTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaogppTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaogppTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaongelTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaongelTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaongenTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaongenTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaongrsTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaongrsTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaongTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaongTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WAVL.IaongtsTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.CnvOpSt.st.stVal,DBA.WTUR.StringK.G02KA.WCNV.CnvOpSt.st.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriA.phsA.cVal.mag,DBA.WTUR.StringK.G02KA.WCNV.GriA.phsA.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriA.phsB.cVal.mag,DBA.WTUR.StringK.G02KA.WCNV.GriA.phsB.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriA.phsC.cVal.mag,DBA.WTUR.StringK.G02KA.WCNV.GriA.phsC.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriHz1.mag,DBA.WTUR.StringK.G02KA.WCNV.GriHz1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriHz2.mag,DBA.WTUR.StringK.G02KA.WCNV.GriHz2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriHz3.mag,DBA.WTUR.StringK.G02KA.WCNV.GriHz3.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriPNV.phsA.cVal.mag,DBA.WTUR.StringK.G02KA.WCNV.GriPNV.phsA.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriPNV.phsB.cVal.mag,DBA.WTUR.StringK.G02KA.WCNV.GriPNV.phsB.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriPNV.phsC.cVal.mag,DBA.WTUR.StringK.G02KA.WCNV.GriPNV.phsC.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriVAr.mag,DBA.WTUR.StringK.G02KA.WCNV.GriVAr.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.GriW.mag,DBA.WTUR.StringK.G02KA.WCNV.GriW.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.PmpOpTmh.tmsVal.stVal,DBA.WTUR.StringK.G02KA.WCNV.PmpOpTmh.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.RotSpd.mag,DBA.WTUR.StringK.G02KA.WCNV.RotSpd.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WCNV.TmpCtlHi.stVal,DBA.WTUR.StringK.G02KA.WCNV.TmpCtlHi.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.ClSt.st.stVal,DBA.WTUR.StringK.G02KA.WGEN.ClSt.st.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.ColCdsWrn.stVal,DBA.WTUR.StringK.G02KA.WGEN.ColCdsWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.DewPtVal.mag,DBA.WTUR.StringK.G02KA.WGEN.DewPtVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.FrontBrgTmpHiHiAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.FrontBrgTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.FrontBrgTmpHiWrn.stVal,DBA.WTUR.StringK.G02KA.WGEN.FrontBrgTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.GnClAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnClAlm.st.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.StringK.G02KA.WGEN.GnClAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnClAlm.st.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.GnClStFbk.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnClStFbk.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.GnMagnetTmpHiHiAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnMagnetTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.GnMagnetTmpHiWrn.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnMagnetTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.GnMagnetTmpParityErr.stVal,DBA.WTUR.StringK.G02KA.WGEN.GnMagnetTmpParityErr.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.LubCycNum.actVal,DBA.WTUR.StringK.G02KA.WGEN.LubCycNum.actVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.LubPrecPresAchievementFltNum.actVal,DBA.WTUR.StringK.G02KA.WGEN.LubPrecPresAchievementFltNum.actVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.LubPresDropOffNum.actVal,DBA.WTUR.StringK.G02KA.WGEN.LubPresDropOffNum.actVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.RearBrgTmpHiHiAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.RearBrgTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.RearBrgTmpHiWrn.stVal,DBA.WTUR.StringK.G02KA.WGEN.RearBrgTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.RsCmdSCADAHMI.stVal,DBA.WTUR.StringK.G02KA.WGEN.RsCmdSCADAHMI.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.StopCmdSCADAHMI.stVal,DBA.WTUR.StringK.G02KA.WGEN.StopCmdSCADAHMI.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.StrCmdSCADAHMI.stVal,DBA.WTUR.StringK.G02KA.WGEN.StrCmdSCADAHMI.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp1.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp2.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp3.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp3.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp4.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp4.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp5.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp5.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp6.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp6.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp7.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp7.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.SttTmp8.mag,DBA.WTUR.StringK.G02KA.WGEN.SttTmp8.mag,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.TurManStopCode.stVal,DBA.WTUR.StringK.G02KA.WGEN.TurManStopCode.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.TurManStopSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.TurManStopSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.TurSupAuxGn.stVal,DBA.WTUR.StringK.G02KA.WGEN.TurSupAuxGn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.TurSupAuxTrf.stVal,DBA.WTUR.StringK.G02KA.WGEN.TurSupAuxTrf.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.TurSupSvcTrf.stVal,DBA.WTUR.StringK.G02KA.WGEN.TurSupSvcTrf.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.TurSupUps.stVal,DBA.WTUR.StringK.G02KA.WGEN.TurSupUps.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD1AvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD1AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD1NoAvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD1NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD1OffSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD1OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD1OnSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD1OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD3AvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD3AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD3NoAvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD3NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD3OffSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD3OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD3OnSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD3OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD5AvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD5AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD5NoAvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD5NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD5OffSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD5OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD5OnSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD5OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD7AvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD7AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD7NoAvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD7NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD7OffSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD7OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD7OnSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD7OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD9AvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD9AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD9NoAvlSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD9NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD9OffSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD9OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.VFD9OnSt.stVal,DBA.WTUR.StringK.G02KA.WGEN.VFD9OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.G02KA.WGEN.WndTmpHiHiAlm.stVal,DBA.WTUR.StringK.G02KA.WGEN.WndTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
